No	music_no	member_no	date	amount
8936	265	36	2018-10-07	9
8937	121	36	2019-01-24	6
8938	282	36	2018-11-08	4
8939	269	36	2018-12-13	4
8940	247	36	2018-11-09	9
8941	24	36	2018-10-07	2
8942	11	36	2018-11-13	3
8943	79	36	2018-11-26	6
8944	281	36	2018-10-09	4
8945	84	36	2019-01-03	2
8946	80	36	2019-03-08	7
8947	1	36	2018-12-18	5
8948	96	36	2018-05-11	8
8949	34	36	2018-11-15	2
8950	26	36	2018-05-01	3
8951	234	36	2018-10-04	2
8952	97	36	2018-09-27	4
8953	237	36	2019-04-05	6
8954	163	36	2019-04-03	3
8955	222	36	2019-01-20	10
8956	225	36	2018-05-18	1
8957	17	36	2018-06-11	7
8958	109	36	2019-03-02	2
8959	221	36	2018-08-06	1
8960	116	36	2018-07-09	10
8961	75	36	2018-09-20	8
8962	21	36	2018-07-10	5
8963	23	36	2018-05-08	5
8964	69	36	2018-12-20	10
8965	309	36	2019-05-13	1
8966	223	36	2018-05-31	9
8967	12	36	2018-09-28	3
8968	128	36	2018-11-18	7
8969	42	36	2019-04-11	4
8970	140	36	2018-06-06	4
8971	306	36	2018-11-12	9
8972	144	36	2019-01-31	8
8973	88	36	2018-11-01	2
8974	146	36	2018-12-01	10
8975	210	36	2018-09-04	6
8976	245	36	2018-12-17	8
8977	107	36	2018-11-16	7
8978	164	36	2018-07-03	6
8979	124	36	2018-12-18	5
8980	201	36	2018-07-24	3
8981	209	36	2018-11-06	9
8982	160	36	2019-04-16	3
8983	300	36	2019-01-17	6
8984	255	36	2018-08-09	3
8985	197	36	2018-07-23	8
8986	268	36	2019-02-11	9
8987	229	36	2018-11-05	8
8988	89	36	2018-10-03	1
8989	62	36	2019-01-21	4
8990	72	36	2018-08-28	7
8991	186	36	2019-04-11	2
8992	278	36	2018-09-01	4
8993	293	36	2018-11-16	6
8994	256	36	2018-06-16	6
8995	276	36	2018-12-22	10
8996	191	36	2018-10-25	7
8997	125	36	2019-04-15	2
8998	266	36	2018-12-29	6
8999	310	36	2018-08-11	5
9000	272	36	2019-03-11	6
9001	203	36	2019-05-10	9
9002	31	36	2018-04-22	3
9003	92	36	2019-04-19	4
9004	90	36	2018-10-12	1
9005	40	36	2019-01-27	1
9006	296	36	2018-10-23	2
9007	45	36	2018-12-30	7
9008	81	36	2018-11-05	8
9009	158	36	2019-03-18	2
9010	311	36	2019-03-14	1
9011	57	36	2019-04-14	3
9012	37	36	2018-05-13	2
9013	162	36	2019-02-08	4
9014	220	36	2018-07-25	7
9015	71	36	2019-02-26	10
9016	213	36	2019-04-13	3
9017	195	36	2018-06-11	7
9018	99	36	2018-12-18	10
9019	129	36	2018-09-08	10
9020	106	36	2019-01-14	2
9021	215	36	2019-05-05	4
9022	32	36	2018-06-03	7
9023	246	36	2018-05-06	2
9024	27	36	2018-09-20	10
9025	138	36	2019-03-29	8
9026	232	36	2018-12-06	2
9027	270	36	2019-01-20	1
9028	98	36	2019-05-25	6
9029	78	36	2019-02-01	9
9030	64	36	2018-11-18	8
9031	67	36	2019-03-05	8
9032	301	36	2019-03-10	4
9033	73	36	2018-11-16	8
9034	212	36	2019-04-23	9
9035	286	36	2018-05-31	3
9036	25	36	2019-05-16	7
9037	58	36	2018-04-23	6
9038	155	36	2018-12-25	4
9039	16	36	2018-11-02	7
9040	307	36	2018-06-30	4
9041	251	36	2019-05-21	8
9042	61	36	2018-09-11	8
9043	233	36	2018-06-28	7
9044	52	36	2018-09-20	5
9045	206	36	2018-11-24	1
9046	250	36	2018-09-30	10
9047	53	36	2018-06-03	4
9048	153	36	2018-07-24	9
9049	284	36	2018-09-08	4
9050	174	36	2018-05-26	3
9051	133	36	2019-02-06	2
9052	39	36	2018-05-18	3
9053	126	36	2018-10-23	4
9054	119	36	2019-03-07	3
9055	205	36	2018-07-08	9
9056	139	36	2019-01-06	4
9057	292	36	2019-04-14	3
9058	275	36	2019-02-23	3
9059	190	36	2018-12-08	8
9060	242	36	2018-07-04	3
9061	304	36	2019-02-08	8
9062	303	36	2019-05-21	3
9063	101	36	2018-07-13	4
9064	238	36	2018-06-28	5
9065	192	36	2018-10-01	9
9066	285	36	2018-10-15	7
9067	279	36	2019-01-25	2
9068	38	36	2018-12-15	6
9069	167	36	2018-09-05	5
9070	103	36	2019-03-08	3
9071	118	36	2019-03-04	6
9072	236	36	2018-11-21	7
9073	317	36	2019-05-17	6
9074	3	36	2018-08-07	2
9075	315	36	2019-05-14	1
9076	102	36	2018-11-22	2
9077	178	37	2018-12-12	1
9078	307	37	2018-06-06	2
9079	58	37	2018-06-28	1
9080	121	37	2018-07-08	9
9081	272	37	2018-11-03	7
9082	208	37	2018-11-28	9
9083	13	37	2018-07-19	6
9084	318	37	2019-04-12	5
9085	143	37	2019-04-03	6
9086	163	37	2019-04-25	2
9087	55	37	2018-06-01	10
9088	87	37	2018-12-04	3
9089	220	37	2018-05-16	7
9090	14	37	2018-08-15	8
9091	123	37	2018-12-07	1
9092	97	37	2018-09-27	7
9093	39	37	2018-08-11	4
9094	2	37	2019-02-19	3
9095	54	37	2019-02-08	9
9096	162	37	2018-06-15	9
9097	289	37	2018-07-04	8
9098	265	37	2018-08-01	7
9099	173	37	2019-01-05	8
9100	110	37	2019-04-23	7
9101	91	37	2019-03-12	6
9102	73	37	2018-07-21	6
9103	320	37	2018-05-15	8
9104	251	37	2019-03-03	8
9105	213	37	2019-04-05	6
9106	316	37	2018-04-30	6
9107	43	37	2019-04-21	4
9108	217	37	2018-06-11	8
9109	177	37	2019-04-29	9
9110	90	37	2019-02-12	3
9111	195	37	2018-11-26	10
9112	37	37	2018-08-21	4
9113	126	37	2018-12-05	4
9114	85	37	2018-12-21	1
9115	205	37	2018-06-15	4
9116	218	37	2019-04-10	5
9117	169	37	2018-10-31	3
9118	5	37	2019-05-02	8
9119	175	37	2019-03-28	5
9120	230	37	2018-09-23	1
9121	92	37	2018-11-06	3
9122	210	37	2018-05-25	10
9123	199	37	2018-07-13	1
9124	229	37	2019-01-24	3
9125	228	37	2019-04-26	6
9126	282	37	2019-03-07	3
9127	119	37	2018-12-04	8
9128	258	37	2018-04-24	4
9129	239	37	2019-02-28	4
9130	4	37	2018-06-09	6
9131	86	37	2019-02-15	2
9132	122	37	2018-06-11	4
9133	47	37	2018-10-05	7
9134	104	37	2018-11-09	7
9135	42	37	2019-02-14	5
9136	120	37	2019-04-29	5
9137	269	37	2019-05-17	7
9138	88	37	2018-07-16	3
9139	241	37	2019-01-16	4
9140	1	37	2019-04-01	2
9141	68	37	2019-01-08	10
9142	171	37	2018-04-30	4
9143	288	37	2019-04-03	8
9144	196	37	2019-01-02	8
9145	209	37	2018-07-30	8
9146	170	37	2019-02-01	8
9147	118	37	2019-02-26	10
9148	188	37	2018-05-26	9
9149	52	37	2019-04-26	4
9150	147	37	2018-09-14	5
9151	128	37	2018-10-12	10
9152	263	37	2018-11-28	8
9153	49	37	2018-08-26	6
9154	198	37	2018-10-28	5
9155	32	37	2018-07-19	7
9156	117	37	2018-12-10	5
9157	141	37	2019-05-04	10
9158	28	37	2018-08-22	1
9159	257	37	2018-08-31	3
9160	222	37	2019-05-03	6
9161	139	37	2018-04-22	7
9162	78	37	2018-12-05	10
9163	109	37	2018-10-09	6
9164	154	37	2019-01-27	3
9165	155	37	2018-05-09	1
9166	314	37	2019-05-17	7
9167	278	37	2018-05-17	1
9168	186	37	2018-11-16	1
9169	35	37	2018-09-19	6
9170	226	37	2018-12-25	10
9171	275	37	2019-03-06	4
9172	174	37	2019-03-09	7
9173	224	37	2018-11-03	2
9174	259	37	2019-04-03	5
9175	144	37	2019-01-27	9
9176	270	37	2019-04-02	4
9177	252	37	2018-05-01	5
9178	281	37	2018-04-23	7
9179	215	37	2019-01-28	1
9180	189	37	2018-08-18	1
9181	299	37	2019-04-22	5
9182	41	37	2018-05-23	1
9183	280	37	2018-10-03	8
9184	203	37	2018-11-18	4
9185	286	37	2018-05-17	1
9186	94	37	2018-07-22	3
9187	63	37	2019-03-29	4
9188	315	37	2018-07-05	8
9189	20	37	2018-08-03	3
9190	129	37	2018-08-27	7
9191	157	37	2018-07-25	3
9192	242	37	2018-06-10	7
9193	98	37	2018-10-20	6
9194	273	37	2018-10-19	8
9195	135	37	2018-09-04	9
9196	256	37	2018-08-18	2
9197	6	37	2019-01-22	8
9198	293	37	2018-07-21	2
9199	304	37	2018-10-16	6
9200	156	37	2018-06-27	5
9201	131	37	2019-04-04	4
9202	291	37	2018-11-28	7
9203	319	37	2018-07-19	9
9204	125	37	2018-10-19	7
9205	298	37	2018-08-21	8
9206	51	37	2019-03-23	5
9207	182	37	2019-02-19	6
9208	206	37	2019-04-07	6
9209	77	37	2019-02-16	3
9210	89	37	2018-08-26	9
9211	136	37	2018-05-26	3
9212	184	37	2018-08-15	5
9213	261	37	2019-02-14	3
9214	192	37	2019-03-29	9
9215	79	37	2018-08-26	2
9216	306	37	2018-07-14	1
9217	247	37	2019-03-28	4
9218	260	37	2018-07-27	7
9219	82	37	2019-05-07	9
9220	249	37	2019-05-02	2
9221	176	37	2018-08-04	10
9222	149	37	2018-05-03	1
9223	115	37	2018-08-29	10
9224	151	37	2019-04-22	6
9225	46	37	2018-11-01	9
9226	105	37	2018-11-16	2
9227	172	37	2019-05-13	6
9228	40	37	2018-05-26	10
9229	311	37	2018-07-20	9
9230	102	37	2018-07-24	3
9231	225	37	2019-03-04	2
9232	142	37	2018-09-24	1
9233	179	37	2018-06-03	3
9234	303	37	2018-05-24	3
9235	127	37	2018-10-24	10
9236	271	37	2018-06-18	3
9237	266	37	2018-08-30	10
9238	57	37	2019-01-14	8
9239	71	37	2018-10-13	1
9240	168	37	2018-12-19	5
9241	113	37	2018-11-18	6
9242	160	37	2018-12-14	4
9243	108	37	2019-05-04	1
9244	231	37	2019-04-09	8
9245	191	37	2019-05-10	6
9246	309	37	2019-04-02	9
9247	165	37	2018-08-25	7
9248	112	37	2018-04-23	10
9249	67	37	2018-05-09	3
9250	53	37	2018-06-27	3
9251	250	37	2019-02-23	5
9252	16	37	2019-02-14	7
9253	290	37	2018-10-25	7
9254	193	37	2019-05-12	4
9255	36	37	2019-05-19	2
9256	138	37	2018-09-02	9
9257	302	37	2019-05-05	2
9258	245	37	2018-06-16	1
9259	29	37	2018-10-18	9
9260	219	37	2019-04-09	10
9261	17	37	2018-04-24	8
9262	153	37	2018-11-12	9
9263	308	37	2018-07-24	10
9264	305	37	2019-05-12	8
9265	21	37	2019-03-04	4
9266	62	37	2018-08-04	7
9267	158	37	2019-02-21	7
9268	137	37	2019-01-08	5
9269	114	37	2018-08-27	1
9270	300	37	2018-06-06	9
9271	246	37	2019-04-29	6
9272	201	37	2018-08-30	6
9273	235	37	2018-09-02	4
9274	262	37	2019-05-16	3
9275	60	37	2018-05-31	2
9276	185	37	2018-07-05	5
9277	248	37	2018-08-30	8
9278	130	37	2018-09-17	4
9279	237	37	2018-09-20	10
9280	223	37	2018-05-06	3
9281	96	37	2018-10-13	6
9282	64	37	2019-01-05	1
9283	211	37	2019-03-22	5
9284	233	37	2018-09-09	6
9285	116	37	2018-07-12	3
9286	124	37	2018-10-11	6
9287	283	37	2018-08-21	3
9288	221	37	2019-02-03	6
9289	44	37	2019-04-28	9
9290	22	37	2018-09-18	10
9291	26	37	2018-09-09	9
9292	197	37	2019-01-18	8
9293	24	37	2018-05-01	7
9294	166	37	2018-09-24	5
9295	15	37	2018-08-21	5
9296	48	37	2019-01-25	3
9297	23	37	2019-04-12	10
9298	310	37	2019-05-23	4
9299	264	37	2018-05-11	3
9300	194	37	2018-11-26	2
9301	99	37	2018-10-14	7
9302	202	37	2019-01-07	8
9303	45	37	2018-05-27	4
9304	313	37	2018-05-23	5
9305	285	37	2019-05-22	2
9306	95	37	2018-06-27	3
9307	30	37	2018-09-11	9
9308	19	37	2018-11-17	2
9309	75	37	2019-01-23	2
9310	133	37	2019-05-07	5
9311	10	37	2018-07-03	9
9312	279	37	2018-05-02	6
9313	301	37	2018-06-06	3
9314	103	37	2019-03-01	5
9315	212	37	2018-10-09	9
9316	253	37	2019-02-10	6
9317	150	37	2018-07-30	9
9318	25	37	2018-05-18	8
9319	3	37	2018-04-28	8
9320	164	37	2019-05-07	3
9321	12	37	2018-06-12	3
9322	297	37	2018-09-16	9
9323	34	37	2018-11-17	4
9324	163	38	2019-05-23	9
9325	167	38	2019-03-12	3
9326	190	38	2018-10-12	8
9327	197	38	2018-12-23	1
9328	291	38	2019-01-23	5
9329	58	38	2018-05-28	10
9330	77	38	2018-09-18	10
9331	20	38	2018-05-10	4
9332	213	38	2018-11-06	10
9333	229	38	2018-06-18	4
9334	59	38	2019-01-05	4
9335	73	38	2018-07-25	3
9336	13	38	2018-07-14	2
9337	102	38	2018-07-25	9
9338	150	38	2019-03-09	2
9339	182	38	2018-06-01	10
9340	82	38	2019-01-30	1
9341	16	38	2018-07-21	2
9342	189	38	2019-05-21	7
9343	252	38	2019-01-27	9
9344	2	38	2019-01-14	8
9345	108	38	2019-03-02	1
9346	100	38	2018-08-06	8
9347	170	38	2019-05-11	9
9348	218	38	2018-11-07	2
9349	151	38	2018-05-20	8
9350	200	38	2018-05-30	2
9351	224	38	2019-03-26	6
9352	79	38	2018-05-11	6
9353	300	38	2019-01-10	5
9354	61	38	2018-10-09	9
9355	31	38	2019-01-13	10
9356	130	38	2018-09-04	10
9357	175	38	2019-01-30	4
9358	54	38	2018-05-31	9
9359	125	38	2018-06-23	4
9360	42	38	2018-11-26	4
9361	269	38	2019-03-20	10
9362	273	38	2018-11-11	4
9363	46	38	2018-04-27	6
9364	248	38	2018-04-30	2
9365	29	38	2018-12-02	8
9366	242	38	2018-12-04	5
9367	176	38	2018-09-17	2
9368	129	38	2018-07-31	3
9369	36	38	2018-10-27	9
9370	196	38	2019-01-31	7
9371	26	38	2019-05-18	3
9372	111	38	2018-09-14	9
9373	289	38	2018-05-26	2
9374	70	38	2018-10-10	5
9375	209	38	2018-08-03	5
9376	144	38	2018-10-15	10
9377	313	38	2018-07-18	4
9378	185	38	2018-07-28	2
9379	87	38	2018-05-09	3
9380	140	38	2019-01-21	1
9381	285	38	2018-08-21	10
9382	32	38	2018-10-27	9
9383	126	38	2018-12-25	3
9384	319	38	2019-02-16	6
9385	257	38	2019-04-17	7
9386	63	38	2018-06-18	2
9387	136	38	2018-12-05	9
9388	226	38	2018-05-22	9
9389	192	38	2018-11-09	8
9390	240	38	2019-02-19	7
9391	312	38	2018-10-11	1
9392	68	38	2018-12-26	2
9393	41	38	2018-04-28	10
9394	127	38	2018-06-26	8
9395	234	38	2018-12-16	7
9396	141	38	2019-03-03	3
9397	171	38	2018-08-16	6
9398	88	38	2018-10-14	4
9399	128	38	2018-11-02	5
9400	215	38	2019-01-08	6
9401	260	38	2018-11-23	10
9402	17	38	2019-04-06	9
9403	317	38	2018-08-08	10
9404	133	38	2018-07-31	5
9405	221	38	2019-03-20	1
9406	9	38	2018-08-18	4
9407	165	38	2018-11-30	1
9408	295	38	2018-05-31	8
9409	179	38	2018-07-28	2
9410	19	38	2018-10-15	1
9411	217	38	2019-03-25	7
9412	286	38	2018-11-14	5
9413	246	38	2018-08-08	6
9414	193	38	2018-04-26	2
9415	1	38	2018-08-20	5
9416	316	38	2018-11-18	7
9417	139	38	2019-03-01	2
9418	35	38	2018-11-09	8
9419	202	38	2018-11-01	2
9420	27	38	2018-08-02	1
9421	228	38	2019-05-25	4
9422	206	38	2018-07-08	8
9423	268	38	2019-02-12	4
9424	166	38	2018-07-25	3
9425	15	38	2018-10-29	5
9426	310	38	2018-05-29	6
9427	160	38	2018-10-08	10
9428	131	38	2018-06-01	7
9429	212	38	2018-08-27	2
9430	244	38	2018-09-07	4
9431	238	38	2018-12-14	7
9432	81	38	2018-06-18	1
9433	270	38	2018-09-05	3
9434	4	38	2019-04-20	3
9435	255	38	2019-04-07	9
9436	173	38	2019-04-22	8
9437	181	38	2018-09-17	3
9438	66	38	2019-02-10	7
9439	34	38	2018-08-14	3
9440	195	38	2018-08-10	9
9441	275	38	2019-05-23	8
9442	230	38	2018-11-04	10
9443	113	38	2018-10-11	5
9444	134	38	2018-08-14	6
9445	290	38	2018-05-02	2
9446	302	38	2018-05-27	9
9447	142	38	2018-11-06	6
9448	57	38	2018-08-31	1
9449	39	38	2018-05-15	1
9450	104	38	2019-03-28	1
9451	5	38	2018-07-10	6
9452	105	38	2019-04-17	1
9453	219	38	2018-06-14	4
9454	23	38	2018-11-06	4
9455	305	38	2019-05-02	9
9456	172	38	2018-07-27	3
9457	21	38	2018-10-04	9
9458	169	38	2018-09-03	9
9459	157	38	2018-07-31	2
9460	216	38	2019-02-17	8
9461	107	38	2018-11-03	4
9462	123	38	2018-06-26	1
9463	25	38	2018-05-18	1
9464	194	38	2018-05-04	7
9465	14	38	2018-05-04	10
9466	278	38	2019-05-08	2
9467	119	38	2019-02-01	8
9468	132	38	2018-09-05	9
9469	225	38	2019-03-06	6
9470	272	38	2019-04-28	1
9471	60	38	2018-04-30	1
9472	49	38	2018-06-11	1
9473	103	38	2018-10-23	9
9474	239	38	2018-06-04	1
9475	284	38	2018-11-21	10
9476	152	38	2018-05-23	2
9477	118	38	2019-04-10	10
9478	301	38	2018-04-29	2
9479	143	38	2018-09-08	9
9480	93	38	2018-05-03	7
9481	135	38	2018-07-31	9
9482	266	38	2018-07-12	1
9483	33	38	2019-05-20	6
9484	112	38	2019-02-02	1
9485	256	38	2018-12-08	4
9486	145	38	2018-09-10	5
9487	85	38	2019-01-27	7
9488	210	38	2019-04-05	4
9489	314	38	2018-08-02	10
9490	109	38	2019-04-01	1
9491	64	38	2018-12-10	1
9492	261	38	2018-05-09	1
9493	137	38	2018-11-05	10
9494	45	38	2018-05-24	8
9495	271	38	2018-06-13	8
9496	122	38	2018-11-23	10
9497	254	38	2018-07-17	7
9498	28	38	2018-04-22	9
9499	274	38	2019-03-01	2
9500	10	38	2018-06-15	4
9501	198	38	2018-12-25	6
9502	74	38	2018-06-05	3
9503	92	38	2019-02-14	5
9504	6	38	2019-01-02	3
9505	86	38	2018-07-04	10
9506	265	38	2018-11-16	9
9507	233	38	2019-02-06	3
9508	208	38	2018-11-15	5
9509	222	38	2018-07-17	10
9510	30	38	2018-08-23	6
9511	84	38	2018-11-20	5
9512	237	38	2018-06-18	3
9513	156	38	2018-05-14	7
9514	62	38	2018-05-12	10
9515	174	38	2018-11-07	2
9516	56	38	2018-12-12	3
9517	262	38	2019-01-21	7
9518	220	38	2018-08-22	5
9519	116	38	2019-02-15	2
9520	138	38	2019-01-28	4
9521	311	38	2018-05-11	3
9522	159	38	2018-05-21	2
9523	299	38	2018-07-07	1
9524	97	38	2018-12-26	2
9525	253	38	2018-05-08	3
9526	294	38	2018-08-24	1
9527	293	38	2019-02-13	3
9528	207	38	2018-05-18	6
9529	250	38	2018-07-04	2
9530	161	38	2019-01-28	9
9531	65	38	2019-01-09	7
9532	3	38	2018-08-29	8
9533	120	38	2018-08-03	8
9534	98	38	2018-07-21	1
9535	307	38	2018-09-28	3
9536	258	38	2018-10-30	2
9537	147	38	2018-06-08	7
9538	223	38	2019-03-27	1
9539	55	38	2018-11-20	9
9540	11	38	2018-10-19	6
9541	308	38	2018-05-16	4
9542	203	38	2018-11-19	3
9543	177	38	2019-02-22	7
9544	7	38	2018-09-22	2
9545	282	38	2018-09-04	7
9546	315	38	2019-04-18	3
9547	180	38	2018-08-16	10
9548	72	38	2018-12-08	7
9549	320	38	2019-03-10	6
9550	191	38	2018-10-30	5
9551	247	38	2018-11-22	10
9552	164	38	2018-07-13	8
9553	114	38	2018-08-19	2
9554	249	38	2018-09-19	1
9555	52	38	2018-12-20	1
9556	283	38	2018-05-30	5
9557	154	38	2018-08-26	5
9558	204	38	2018-07-16	9
9559	78	38	2019-04-12	7
9560	205	38	2019-04-22	6
9561	298	38	2018-06-17	7
9562	71	38	2018-07-06	4
9563	288	38	2018-06-06	9
9564	309	38	2018-09-20	7
9565	53	38	2018-11-09	6
9566	75	38	2019-01-07	1
9567	76	38	2019-01-20	6
9568	183	38	2019-05-12	7
9569	236	38	2018-11-02	5
9570	235	38	2018-11-01	4
9571	211	38	2018-10-08	4
9572	263	38	2019-01-31	5
9573	50	38	2019-01-11	4
9574	306	38	2019-01-22	2
9575	95	38	2018-05-18	4
9576	47	38	2019-05-16	6
9577	187	38	2018-07-03	1
9578	259	38	2018-09-09	7
9579	24	38	2019-02-27	5
9580	90	38	2018-09-23	7
9581	276	39	2019-02-05	6
9582	172	39	2018-05-20	8
9583	90	39	2019-02-19	9
9584	168	39	2019-05-03	8
9585	7	39	2018-10-14	9
9586	75	39	2018-12-29	8
9587	185	39	2019-02-02	5
9588	96	39	2018-12-13	3
9589	47	39	2018-10-06	7
9590	160	39	2018-12-10	1
9591	273	39	2018-11-07	4
9592	252	39	2018-06-26	1
9593	270	39	2018-09-26	7
9594	46	39	2018-04-24	7
9595	278	39	2018-11-29	5
9596	48	39	2018-08-30	8
9597	236	39	2019-05-05	3
9598	255	39	2019-04-04	2
9599	289	39	2019-03-20	5
9600	167	39	2018-12-08	5
9601	215	39	2018-12-12	1
9602	175	39	2018-12-24	7
9603	140	39	2019-02-11	8
9604	130	39	2018-12-11	6
9605	76	39	2019-05-25	6
9606	299	39	2018-10-29	1
9607	138	39	2018-05-12	6
9608	118	39	2018-11-21	8
9609	254	39	2019-02-03	2
9610	244	39	2019-05-11	10
9611	235	39	2019-02-14	10
9612	103	39	2018-06-24	3
9613	92	39	2018-10-10	7
9614	311	39	2018-08-17	4
9615	298	39	2018-05-13	4
9616	237	39	2018-05-08	1
9617	281	39	2018-07-31	2
9618	213	39	2018-07-18	1
9619	116	39	2018-09-24	3
9620	290	39	2018-08-10	5
9621	37	39	2019-04-03	4
9622	1	39	2018-07-30	1
9623	302	39	2018-09-05	4
9624	207	39	2019-04-09	9
9625	32	39	2019-05-09	5
9626	5	39	2019-05-25	10
9627	210	39	2018-10-20	8
9628	132	39	2018-12-08	2
9629	291	39	2018-10-06	9
9630	57	39	2019-04-20	7
9631	119	39	2018-07-15	4
9632	189	39	2019-01-10	10
9633	64	39	2018-07-17	3
9634	173	39	2018-09-05	2
9635	181	39	2019-03-16	6
9636	286	39	2018-06-07	9
9637	287	39	2019-01-13	3
9638	169	39	2018-12-21	1
9639	310	39	2018-06-08	1
9640	285	39	2019-05-18	2
9641	260	39	2018-06-13	3
9642	203	39	2019-03-20	4
9643	297	39	2018-11-23	3
9644	303	39	2018-07-28	6
9645	62	39	2018-07-01	4
9646	184	39	2018-05-16	10
9647	212	39	2018-06-23	1
9648	218	39	2018-11-07	9
9649	74	39	2018-06-26	8
9650	88	39	2019-02-26	2
9651	305	39	2019-03-04	10
9652	242	39	2019-03-06	2
9653	216	39	2018-08-31	4
9654	3	39	2018-06-20	5
9655	73	39	2018-08-26	9
9656	263	39	2018-12-12	2
9657	183	39	2018-05-01	10
9658	272	39	2018-05-05	10
9659	72	39	2019-04-03	1
9660	250	39	2018-06-17	1
9661	44	39	2018-08-28	5
9662	101	39	2019-05-25	9
9663	293	39	2018-12-13	1
9664	50	39	2019-04-30	9
9665	16	39	2018-11-08	2
9666	42	39	2019-03-10	1
9667	89	39	2019-01-10	8
9668	312	39	2019-03-09	2
9669	35	39	2018-12-23	8
9670	193	39	2019-05-25	5
9671	300	39	2018-05-18	7
9672	55	39	2019-04-01	6
9673	170	39	2018-08-23	2
9674	78	39	2019-05-17	4
9675	182	39	2019-01-20	8
9676	30	39	2018-12-19	3
9677	99	39	2018-08-08	4
9678	296	39	2018-05-11	8
9679	52	39	2019-02-28	1
9680	221	39	2019-02-28	9
9681	253	39	2018-11-23	1
9682	70	39	2018-05-26	4
9683	128	39	2019-03-09	9
9684	51	39	2019-04-10	9
9685	304	39	2019-03-10	3
9686	192	39	2018-09-13	1
9687	239	39	2018-11-20	4
9688	93	39	2018-09-14	2
9689	307	39	2018-09-30	8
9690	104	39	2018-07-07	1
9691	54	39	2018-08-06	7
9692	91	39	2018-11-01	1
9693	4	39	2018-07-25	7
9694	150	39	2019-05-24	1
9695	165	39	2018-08-31	5
9696	188	39	2018-06-13	5
9697	6	39	2018-08-10	7
9698	146	39	2019-05-18	7
9699	230	39	2018-04-24	8
9700	151	39	2019-02-02	5
9701	69	39	2018-07-16	5
9702	135	39	2019-01-19	6
9703	14	39	2019-02-19	1
9704	319	39	2018-11-20	2
9705	222	39	2018-05-21	1
9706	223	39	2018-08-13	8
9707	86	39	2018-10-15	7
9708	282	39	2018-10-04	6
9709	265	39	2019-01-30	4
9710	21	39	2019-01-23	6
9711	280	39	2019-05-25	9
9712	71	39	2019-05-01	10
9713	200	39	2019-02-25	3
9714	271	39	2019-04-21	4
9715	154	39	2019-04-21	4
9716	177	39	2018-07-27	2
9717	68	39	2018-11-22	9
9718	320	39	2018-08-31	7
9719	125	39	2018-11-16	3
9720	275	39	2019-01-18	6
9721	79	39	2019-04-30	8
9722	65	39	2018-12-27	6
9723	13	39	2018-11-29	1
9724	204	39	2019-03-20	3
9725	34	39	2018-11-22	9
9726	26	39	2019-02-01	2
9727	295	39	2019-01-13	8
9728	199	39	2019-04-25	4
9729	58	39	2018-06-16	7
9730	113	39	2019-01-10	5
9731	288	39	2018-06-22	9
9732	80	39	2019-05-22	8
9733	264	39	2018-12-28	6
9734	308	39	2018-11-07	1
9735	121	39	2018-12-24	2
9736	38	39	2018-09-29	9
9737	191	39	2019-03-30	2
9738	109	39	2018-12-24	6
9739	134	39	2018-09-06	6
9740	106	39	2018-05-28	5
9741	186	39	2018-05-24	1
9742	229	39	2018-12-08	10
9743	247	39	2018-10-29	9
9744	202	39	2018-10-07	7
9745	268	39	2019-04-02	9
9746	27	39	2018-04-21	8
9747	40	39	2018-12-20	8
9748	315	39	2018-09-04	5
9749	31	39	2018-12-05	6
9750	162	39	2019-01-30	10
9751	251	39	2018-06-10	5
9752	257	39	2019-03-05	6
9753	227	39	2018-11-13	3
9754	180	39	2018-05-15	4
9755	178	39	2019-05-11	3
9756	45	39	2018-07-23	4
9757	267	39	2018-08-10	3
9758	243	39	2019-05-22	10
9759	12	39	2018-11-06	4
9760	195	39	2019-04-18	3
9761	228	39	2019-03-21	3
9762	105	39	2019-01-10	8
9763	174	39	2018-09-04	10
9764	28	39	2018-07-02	6
9765	142	39	2018-04-25	9
9766	187	39	2019-01-31	5
9767	219	39	2019-05-12	9
9768	259	39	2018-07-21	4
9769	262	39	2018-05-16	10
9770	87	39	2019-01-18	2
9771	123	39	2019-04-12	9
9772	11	39	2019-02-06	6
9773	43	39	2018-09-06	7
9774	306	39	2018-05-22	4
9775	148	39	2018-04-23	2
9776	233	39	2018-07-24	1
9777	144	39	2019-05-16	9
9778	226	39	2019-02-20	9
9779	107	39	2018-11-29	1
9780	279	39	2018-07-15	6
9781	18	39	2019-02-08	5
9782	10	39	2018-12-21	10
9783	81	39	2018-07-15	4
9784	176	39	2019-02-04	7
9785	317	39	2018-11-06	2
9786	217	39	2018-10-24	4
9787	53	39	2019-02-08	4
9788	179	39	2019-01-31	9
9789	274	39	2018-09-21	4
9790	238	39	2018-11-13	9
9791	316	39	2018-10-10	3
9792	2	39	2018-12-15	5
9793	112	39	2018-11-23	9
9794	83	39	2018-11-27	7
9795	17	39	2019-02-19	5
9796	95	39	2018-11-30	6
9797	248	39	2018-06-13	6
9798	249	39	2019-03-09	10
9799	198	39	2019-04-30	10
9800	211	39	2018-07-22	2
9801	205	39	2018-05-23	6
9802	39	39	2018-12-12	1
9803	159	39	2019-03-09	2
9804	114	39	2019-05-09	3
9805	156	39	2018-07-15	4
9806	136	39	2019-01-27	7
9807	277	39	2018-08-28	2
9808	85	39	2018-04-24	5
9809	59	39	2019-04-18	9
